Letter_n,n,max_n,Letter_n+1,Freq
ह,2,7,चा,2
चा,3,7,न,2
प,1,5,ह,15
ह,2,5,चा,7
चा,3,5,न,5
न,4,5,ती,1
न,4,5,ते,1
न,4,5,ने,1
चा,3,4,ना,2
चा,3,4,नी,1
चा,3,4,ने,4
चा,3,4,नें,1
चा,3,4,नो,1
चा,3,4,नों,1
प,1,3,ह,15
ह,2,4,न,10
न,3,4,ना,1
न,3,4,नी,1
न,3,4,ने,2
ह,2,4,ना,10
ह,2,5,ना,4
ना,3,4,वा,1
ना,3,4,वे,1
ह,2,3,नें,3
ह,2,4,नें,2
नें,3,4,गी,1
नें,3,4,गे,1
ह,2,4,ने,1
ने,3,4,गा,1
ह,2,3,नो,2
ह,2,5,रे,4
रे,3,5,दा,3
ह,2,3,ली,1
ह,2,3,लु,1
ह,2,4,लु,1
लु,3,4,ओं,1
ह,2,3,लू,1
ह,2,4,लू,1
लू,3,4,ओं,1
प,1,3,हा,7
प,1,4,हा,4
हा,2,4,डि़,1
प,1,6,हा,1
हा,2,6,ड़,1
हा,2,4,ड़ि,3
ड़ि,3,4,न,1
हा,2,3,ड़ों,1
प,1,3,हि,4
हि,2,3,यों,1
प,1,3,हुँ,4
हुँ,2,3,च,1
प,1,4,हुँ,4
हुँ,2,4,च,1
हुँ,2,3,चा,1
हुँ,2,4,चा,2
हुँ,2,3,चे,1
हुँ,2,4,चे,1
चे,3,4,गी,3
प,1,3,हुं,6
हुं,2,3,च,1
प,1,4,हुं,23
हुं,2,4,च,6
च,3,4,ता,2
च,3,4,ती,1
च,3,4,नी,1
प,1,5,हुं,8
हुं,2,5,च,2
च,3,5,वा,1
हुं,2,4,चा,11
चा,3,4,ई,2
चा,3,4,ए,1
हुं,2,5,चा,6
चा,3,5,एं,3
चा,3,5,ए,2
चा,3,5,क,1
चा,3,4,ती,1
चा,3,4,यी,1
चा,3,5,यें,1
हुं,2,3,चीं,1
चीं,3,3,-,2
हुं,2,3,चे,1
हुं,2,4,चें,2
चें,3,4,गी,1
चें,3,4,गे,2
हुं,2,4,चे,4
चे,3,4,गा,1
चे,3,4,गे,1
चे,3,4,गें,1
गें,4,4,-,2
हुं,2,3,चो,1
प,1,4,हु,6
हु,2,4,च,2
प,1,3,हु,2
हु,2,3,चीं,1
हु,2,4,चें,1
हु,2,4,चे,1
प,1,3,हुॅ,1
हुॅ,2,3,चे,1
प,1,3,हूं,1
हूं,2,3,चे,1
प,1,3,हे,1
हे,2,3,ली,2
-,0,2,पाँ,1
पाँ,1,2,च,1
-,0,2,पां,9
पां,1,2,च,1
-,0,3,पां,12
पां,1,3,च,6
च,2,3,वां,1
च,2,3,वीं,2
च,2,3,वे,1
च,2,3,वें,2
पां,1,3,चा,2
चा,2,3,ल,2
चा,2,3,ली,1
पां,1,2,चों,1
पां,1,3,ड,2
ड,2,3,वों,1
पां,1,2,डा,2
पां,1,3,डा,2
डा,2,3,लों,2
-,0,4,पां,2
पां,1,4,डि,1
डि,2,4,य,2
पां,1,2,डु,1
डु,2,2,-,1
-,0,5,पां,2
पां,1,5,डु,2
डु,2,5,लि,2
लि,3,5,पि,3
पि,4,5,यां,1
पि,4,5,यों,1
पां,1,2,त,1
पां,1,2,ती,1
पां,1,2,व,1
पां,1,4,व,1
व,2,4,धो,1
धो,3,4,ई,1
पां,1,2,वों,1
-,0,3,पा,86
पा,1,3,इ,3
-,0,6,पा,19
पा,1,6,इ,1
इ,2,6,प,1
प,3,6,ला,2
ला,4,6,इ,4
इ,5,6,न,3
-,0,2,पा,43
पा,1,2,ई,1
पा,1,3,उं,1
-,0,4,पा,52
पा,1,4,उ,1
उ,2,4,ड,1
पा,1,2,ऊं,1
पा,1,3,ऊं,2
पा,1,2,ए,1
पा,1,3,एं,2
पा,1,3,ए,2
पा,1,2,क,1
पा,1,3,क,2
पा,1,4,क,1
क,2,4,शा,1
पा,1,6,कि,1
कि,2,6,स्,1
स्,3,6,ता,6
ता,4,6,नि,2
नि,5,6,यों,3
पा,1,3,की,1
की,2,3,जा,1
-,0,5,पा,23
पा,1,5,के,1
के,2,5,ट,3
पा,1,4,क्,1
षि,3,4,क,5
पा,1,3,खं,2
खं,2,3,डी,1
पा,1,5,ग,1
ल,3,5,प,1
पा,1,3,ग,2
पा,1,3,च,4
पा,1,3,जा,1
पा,1,3,ट,2
पा,1,3,टि,1
पा,1,4,टी,2
टी,2,4,दा,2
पा,1,2,ठ,1
पा,1,3,ठ,3
ठ,2,3,कों,2
पा,1,6,ठ,2
ठ,2,6,य,2
पा,1,4,ठ,1
ठ,2,4,शा,1
पा,1,5,ठ,2
ठ,2,5,शा,2
ला,4,5,एं,2
पा,1,4,ठा,1
ठा,2,4,गा,1
पा,1,2,ठों,1
पा,1,3,ठ्,1
ठ्,2,3,य,1
पा,1,6,ठ्,3
ठ्,2,6,य,3
य,3,6,च,1
-,0,7,पा,5
पा,1,7,ठ्,2
ठ्,2,7,य,2
य,3,7,पु,2
पु,4,7,स्,2
त,6,7,क,1
त,6,7,कों,1
पा,1,2,ढ़ा,1
पा,1,2,णि,1
णि,2,2,-,2
पा,1,6,णि,1
णि,2,6,ग्,1
पा,1,3,णि,1
णि,2,3,नी,1
पा,1,5,णी,1
णी,2,5,ग्,1
रा,4,5,ही,1
पा,1,5,ण्,1
ण्,2,5,डु,1
डु,3,5,लि,1
लि,4,5,पि,2
पि,5,5,-,2
पा,1,6,ण्,1
ण्,2,6,डु,1
डु,3,6,लि,1
लि,4,6,पि,2
पि,5,6,यों,2
पा,1,2,त,1
पा,1,3,ता,1
ता,2,3,ल,2
पा,1,2,ते,1
पा,1,3,त्,3
पा,1,4,त्,1
पा,1,2,थे,1
पा,1,2,द,1
पा,1,3,द,3
पा,1,5,द,1
द,2,5,र्,6
र्,3,5,शि,1
शि,4,5,ता,1
पा,1,3,दु,1
दु,2,3,का,1
पा,1,4,दु,1
दु,2,4,को,1
पा,1,2,न,1
पा,1,2,ना,1
पा,1,2,नी,1
पा,1,4,नी,2
नी,2,4,टं,1
टं,3,4,की,1
नी,2,4,प,1
पा,1,2,ने,1
पा,1,4,ने,2
पा,1,2,प,1
पा,1,3,प,3
प,2,3,ड़,1
पा,1,2,पा,1
पा,1,3,पि,1
पा,1,2,पी,1
पा,1,2,पों,1
पा,1,3,बं,2
पा,1,4,बं,2
बं,2,4,दि,2
दि,3,4,यां,4
बं,2,3,दी,1
पा,1,4,ब,1
न्,3,4,दी,1
पा,1,4,य,8
य,2,4,जा,2
जा,3,4,मा,1
जा,3,4,मे,1
य,2,4,जे,2
जे,3,4,ब,2
ल,3,4,टों,1
पा,1,3,य,2
य,2,3,स,1
पा,1,2,या,1
पा,1,2,यी,1
पा,1,2,यीं,1
पा,1,2,ये,1
पा,1,2,यें,1
पा,1,3,यें,2
पा,1,3,ये,2
पा,1,2,र,1
पा,1,4,रं,1
रं,2,4,ग,1
पा,1,5,रं,2
प,3,5,रि,2
रं,2,5,पा,1
पा,3,5,रि,5
पा,1,3,र,2
पा,1,6,र,3
पा,1,5,र,4
प,4,6,रि,2
र,2,5,स,2
स्,3,6,प,4
पा,1,4,रि,2
पा,1,3,रि,3
रि,2,4,तो,1
पा,1,5,रि,2
पा,1,6,रि,3
रि,2,6,श्,2
श्,3,6,र,2
ति,5,6,की,1
पा,1,7,रि,1
रि,2,7,स्,1
थि,4,7,ति,1
ति,5,7,की,1
पा,1,2,रो,1
पा,1,7,र्,1
क,3,7,क,1
पा,1,3,र्,4
र्,2,3,काें,1
काें,3,3,-,1
पा,1,6,र्,2
र्,2,6,ट,1
ट,3,6,टा,1
टा,4,6,इ,2
इ,5,6,म,1
पा,1,4,र्,9
र्,2,4,टि,3
र्,2,3,टी,1
पा,1,5,र्,1
र्,2,5,टी,1
टी,3,5,ज,1
स,3,4,लों,1
पा,1,2,ल,1
पा,1,3,ल,13
पा,1,4,ल,2
ल,2,3,तु,1
ल,2,3,तू,2
पा,1,5,ल,1
पा,1,2,ला,1
पा,1,3,लि,5
पा,1,4,लि,4
पा,1,7,लि,1
लि,2,7,का,1
का,3,7,ध्,1
लि,2,3,स,2
लि,2,4,सि,1
लि,2,3,सी,1
पा,1,2,ली,1
पा,1,6,ली,1
ली,2,6,टे,2
टे,3,6,क्,5
क्,4,6,नि,5
नि,5,6,कों,1
पा,1,4,ली,1
ली,2,4,थि,3
थि,3,4,न,4
पा,1,3,लें,1
पा,1,2,लों,1
पा,1,3,व,4
पा,1,4,व,2
व,2,4,ड,1
व,2,3,ती,3
व,2,4,दा,2
पा,1,5,व,2
र,3,5,कॉ,2
कॉ,4,5,म,2
पा,1,2,वे,2
पा,1,2,श,1
पा,1,5,श्,1
श्,2,5,चा,1
चा,3,5,त्,1
पा,1,3,षा,1
पा,1,2,स,1
पा,1,5,स,1
स,2,5,पो,1
पो,3,5,र्,1
पा,1,4,स,3
स,2,4,बु,3
बु,3,4,कें,1
कें,4,4,-,2
बु,3,4,कों,1
पा,1,3,ह,1
-,0,2,पिं,3
पिं,1,2,क,2
-,0,3,पिं,9
पिं,1,3,ज,6
पिं,1,3,जौ,1
जौ,2,3,रा,1
-,0,4,पिं,2
पिं,1,4,ड,2
ड,2,4,दा,2
-,0,5,पिं,1
पिं,1,5,ड,1
ड,2,5,दा,1
पिं,1,3,डा,1
डा,2,3,री,3
पिं,1,3,डि,1
पिं,1,2,डी,1
-,0,3,पि,71
पि,1,3,एं,1
-,0,4,पि,34
पि,1,4,क,1
पि,1,3,के,1
पि,1,4,घ,3
घ,2,4,ल,2
पि,1,3,घ,3
घ,2,3,ला,1
-,0,5,पि,15
पि,1,5,घ,1
घ,2,5,ला,1
घ,2,4,ला,1
-,0,2,पि,17
पि,1,2,च,1
पि,1,3,च,1
पि,1,5,च,2
च,2,5,का,2
पि,1,2,चों,1
पि,1,4,चौ,1
चौ,2,4,लि,6
पि,1,3,छ,14
छ,2,3,ड़,1
पि,1,4,छ,8
छ,2,4,ड़,1
छ,2,3,ड़ा,1
छ,2,3,ड़ी,1
छ,2,3,ड़े,2
पि,1,5,छ,5
छ,2,5,ड़े,1
ड़े,3,5,प,1
छ,2,3,ड़ों,2
छ,2,3,डे़,2
छ,2,5,डे़,1
डे़,3,5,प,1
ल,3,5,ग्,1
ग्,4,5,गू,1
गू,5,5,-,1
छ,2,3,ली,4
छ,2,4,वा,5
पि,1,3,छै,1
छै,2,3,ती,1
छ,2,3,ड़,2
छ,2,4,ड़,6
छ,2,5,ड़ा,1
ड़ा,3,5,प,1
-,0,6,पि,1
पि,1,6,छ,1
छ,2,6,ड़ा,1
ड़ा,3,6,व,1
छ,2,3,ड़ी,2
छ,2,3,ड़े,3
छ,2,5,ड़े,1
ड़े,3,5,प,1
छ,2,3,ड़ों,3
पि,1,3,ट,6
पि,1,5,ट,1
पि,1,4,ट,2
पि,1,2,टा,1
पि,1,3,टा,4
टा,2,3,रे,1
पि,1,2,टी,1
पि,1,3,ट्,1
ट्,2,3,ठू,1
ठू,3,3,-,2
पि,1,3,ण्,2
पि,1,4,ण्,1
डा,3,4,री,2
पि,1,2,ता,1
पि,1,4,तां,1
तां,2,4,ब,2
पि,1,3,ता,2
पि,1,4,ता,1
म,3,4,ह,1
पि,1,5,ता,1
ता,2,5,म्,2
पि,1,2,तृ,1
तृ,2,2,-,2
पि,1,4,तृ,2
पि,1,5,तृ,1
तृ,2,5,प,1
तृ,2,4,शो,2
शो,3,4,क,2
पि,1,3,द्,1
पि,1,2,ने,1
पि,1,3,प,1
पि,1,5,प,1
प,2,5,रौ,1
रौ,3,5,लि,1
लि,4,5,या,1
पि,1,3,पा,1
पा,2,3,सा,1
पि,1,2,य,2
पि,1,5,य,1
य,2,5,क्,5
क,4,5,ड़ों,1
ड़ों,5,5,-,1
पि,1,2,या,1
पि,1,3,यु,1
पि,1,2,यें,1
पि,1,3,रा,1
पि,1,3,रो,3
रो,2,3,ए,1
पि,1,4,रो,1
रो,2,4,क,1
रो,2,3,ना,1
रो,2,3,ने,1
पि,1,3,ल,1
पि,1,4,ल,3
पि,1,2,ला,1
पि,1,3,ला,14
पि,1,4,ला,5
पि,1,3,ल्,2
पि,1,3,शा,1
शा,2,3,च,1
पि,1,3,स,3
पि,1,4,स,1
पि,1,3,सा,2
सा,2,3,ने,4
पि,1,2,सी,1
पि,1,4,स्,2
स्,2,4,तो,1
पि,1,3,हा,1
-,0,4,पि्,1
पि्,1,4,रं,1
रं,2,4,ट,1
-,0,2,पी,39
पी,1,2,ए,1
पी,1,2,एं,1
-,0,3,पी,28
पी,1,3,एं,1
पी,1,2,क,1
-,0,4,पी,13
पी,1,4,क,1
पी,1,3,क,1
पी,1,2,छा,1
छा,2,2,-,5
पी,1,4,छा,1
छा,2,4,क,2
पी,1,2,छे,1
छे,2,2,-,8
पी,1,4,ट,1
पी,1,3,ट,5
पी,1,2,टा,1
पी,1,4,टी,1
टी,2,4,आ,1
पी,1,2,टे,1
पी,1,2,ठ,1
पी,1,4,ठा,1
ठा,2,4,धी,3
पी,1,2,ठों,2
-,0,6,पी,2
पी,1,6,ड,1
ड,2,6,ब्,1
ब्,3,6,ल्,1
ल्,4,6,यू,1
यू,5,6,डी,1
डी,6,6,-,2
पी,1,3,ड़ि,3
ड़ि,2,3,त,1
ड़ि,2,3,ता,1
ड़ि,2,3,तों,1
पी,1,3,डि,2
पी,1,3,डि़,3
डि़,2,3,त,1
डि़,2,3,ता,1
डि़,2,3,तों,1
पी,1,4,डी,1
डी,2,4,ए,1
पी,1,2,ढ़ा,2
पी,1,2,ढ़ी,1
पी,1,2,ढि़,1
ढि़,2,2,-,1
पी,1,3,ढि़,1
ढि़,2,3,यों,4
पी,1,2,ढी,1
पी,1,2,त,1
पी,1,3,त,1
-,0,8,पी,1
पी,1,8,त,1
त,2,8,व,1
व,3,8,स्,1
स्,4,8,त्,1
त्,5,8,र,1
र,6,8,धा,1
धा,7,8,री,1
पी,1,4,तां,1
-,0,5,पी,2
पी,1,5,ता,1
पी,1,2,ती,1
पी,1,2,ते,1
पी,1,2,ना,1
पी,1,2,नी,1
पी,1,2,ने,1
पी,1,3,प,2
प,2,3,ल,2
पी,1,2,पा,1
पी,1,3,पी,1
पी,2,3,ए,1
पी,1,2,पे,1
पी,1,2,पों,1
पी,1,2,ये,1
पी,1,2,यें,1
पी,1,4,र,3
र,2,4,जा,4
जा,3,4,दा,1
र,2,4,पै,1
पै,3,4,ती,1
पी,1,2,रो,1
पी,1,2,रों,1
पी,1,3,ल,1
पी,1,4,ला,1
पी,1,3,लि,1
पी,1,2,ली,1
पी,1,2,ले,1
पी,1,2,स,1
पी,1,4,स,1
पी,1,3,स,1
पी,1,2,सा,1
पी,1,3,ह,1
पी,1,2,ड़,1
पी,1,2,ड़ा,1
पी,1,5,ड़ा,1
ड़ा,2,5,दा,1
दा,3,5,य,3
पी,1,3,ड़ि,4
ड़ि,2,3,ता,1
पी,1,4,ड़ि,1
ड़ि,2,4,ता,1
ड़ि,2,3,तों,1
-,0,2,पुं,1
पुं,1,2,ज,1
-,0,4,पुं,1
पुं,1,4,स,1
स,2,4,व,1
-,0,3,पु,56
पु,1,3,का,4
-,0,4,पु,33
पु,1,4,का,4
पु,1,3,ख्,1
पु,1,4,च,1
च,2,4,का,3
पु,1,4,जा,2
जा,2,4,रि,3
रि,3,4,न,2
-,0,2,पु,6
पु,1,2,ट,1
पु,1,3,डि़,1
पु,1,3,ण्,2
ण्,2,3,य,1
-,0,5,पु,42
पु,1,5,ण्,5
य,3,5,ति,3
य,3,5,दे,3
य,3,5,ला,1
ण्,2,3,यों,1
पु,1,3,त,5
त,2,3,ले,3
त,2,3,लों,3
पु,1,3,ता,2
ता,2,3,न,3
पु,1,4,त्,3
पु,1,3,त्,3
पु,1,5,त्,3
र,3,5,ब,2
ब,4,5,धू,1
धू,5,5,-,1
पु,1,3,दी,1
दी,2,3,ना,1
-,0,6,पु,35
पु,1,6,न,22
न,2,6,नि,1
पु,1,5,न,2
न,2,5,रा,1
रा,3,5,वृ,1
वृ,4,5,ति,4
न,2,6,रा,1
रा,3,6,वृ,1
न,2,6,री,1
री,3,6,क्,1
न,2,6,रु,1
रु,3,6,द्,2
न,2,6,रू,1
रू,3,6,द्,1
न,2,6,रो,2
रो,3,6,त्,1
रो,3,6,द्,1
न,2,6,र्,15
र्,3,6,ग,7
र्,3,6,ज,1
ज,4,6,न्,1
न्,5,6,म,1
-,0,7,पु,21
पु,1,7,न,8
न,2,7,र्,7
र्,3,7,जा,1
जा,4,7,ग,1
ग,5,7,र,1
र्,3,6,जी,2
जी,4,6,व,1
जी,4,6,वि,4
र्,3,7,नि,3
नि,4,7,धा,1
धा,5,7,र,5
नि,4,6,मा,1
नि,4,7,यु,3
-,0,8,पु,8
पु,1,8,न,4
न,2,8,र्,4
र्,3,8,नि,2
नि,4,8,री,2
र्,5,8,धा,1
धा,6,8,र,1
र,7,8,ण,12
र्,5,7,मा,2
मा,6,7,ण,2
र्,3,7,प,1
ब,4,6,हा,1
हा,5,6,ली,1
र्,3,6,भ,2
भ,4,6,र,1
र्,3,8,म,1
म,4,8,त,2
त,5,8,ग,2
ग,6,8,ण,2
ण,7,8,ना,2
र्,3,7,म,1
म,4,7,त,2
त,5,7,दा,2
दा,6,7,न,2
र्,3,6,मि,1
मि,4,6,ल,1
र्,3,8,मू,1
मू,4,8,ल्,2
ल्,5,8,यां,2
यां,6,8,क,2
क,7,8,न,2
र्,3,6,वा,3
वा,4,6,स,2
वि,4,6,का,1
का,5,6,स,1
वि,4,6,वा,1
स्,3,7,र्,1
र्,4,7,था,1
था,5,7,प,7
प,6,7,न,5
पु,1,2,नि,1
नि,2,2,-,6
पु,1,3,नी,1
नी,2,3,त,2
पु,1,2,र,1
पु,1,3,र,5
र,2,3,खों,1
पु,1,4,र,3
र,2,4,जो,2
पु,1,5,र,4
व,3,5,इ,1
इ,4,5,या,2
र,2,3,वों,2
पु,1,3,रा,6
पु,1,5,रा,2
पु,1,7,रा,3
रा,2,7,त,3
त,3,7,त्,3
त्,4,7,व,3
व,5,7,वि,3
वि,6,7,द,1
वि,6,7,दों,1
दों,7,7,-,1
वि,6,7,द्,1
द्,7,7,-,1
पु,1,4,रा,1
पु,1,3,रु,2
रु,2,3,ष,2
पु,1,5,रु,6
रु,2,5,ष,1
ष,3,5,वा,2
रु,2,5,षा,3
षा,3,5,र्,6
र्,4,5,था,1
था,5,5,-,7
रु,2,3,षों,1
रु,2,5,षो,1
षो,3,5,त,2
-,0,9,पु,1
पु,1,9,रु,1
रु,2,9,षो,1
षो,3,9,त्,1
त्,4,9,त,1
त,5,9,मा,1
मा,6,9,चा,1
पु,1,6,रु,2
रु,2,6,षो,2
षो,3,6,त्,2
त्,4,6,ता,1
ता,5,6,म,1
पु,1,3,रू,2
रू,2,3,ष,2
रू,2,3,षों,1
पु,1,5,रू,2
रू,2,5,षो,1
पु,1,4,रो,3
रो,2,4,धा,1
धा,3,4,ओं,4
रो,2,4,हि,2
पु,1,7,रो,2
रो,2,7,हि,2
हि,3,7,ता,2
ता,4,7,भि,2
भि,5,7,षे,2
षे,6,7,क,2
पु,1,3,र्,5
र्,2,3,जो,1
जो,3,3,-,2
पु,1,4,र्,4
र्,2,4,णि,6
णि,3,4,मा,2
णि,3,4,या,2
र्,2,4,णे,2
णे,3,4,दु,2
पु,1,6,र्,3
र्,2,6,न,3
न,3,6,जी,1
पु,1,8,र्,3
र्,2,8,न,3
न,3,8,नि,1
न,3,8,म,1
न,3,8,मू,1
पु,1,7,र्,6
र्,2,7,न,6
न,3,7,री,1
न,3,6,वि,1
वि,4,6,चा,2
स्,4,7,था,10
प,6,7,ना,2
पु,1,2,ल,1
पु,1,3,ल,1
पु,1,4,ल,2
पु,1,3,ला,1
पु,1,3,लि,3
पु,1,7,लि,2
लि,2,7,स,2
स,3,7,क,3
पु,1,6,लि,1
लि,2,6,स,1
स,3,6,क,2
पु,1,5,लि,3
लि,2,5,स,3
पु,1,2,लों,1
पु,1,3,श्,2
पु,1,4,श्,1
श्,2,4,तै,2
तै,3,4,नी,2
पु,1,3,ष्,6
पु,1,5,ष्,9
ष्,2,5,टा,3
टा,3,5,हा,1
ष्,2,3,टी,2
ष्,2,3,प,2
पु,1,4,ष्,2
ष्,2,4,प,1
प,3,4,क,3
पु,1,6,ष्,4
प,3,6,गु,1
गु,4,6,च्,1
च्,5,6,छ,2
छ,6,6,-,2
प,3,5,दं,1
दं,4,5,त,1
प,3,5,मा,1
मा,4,5,ला,2
प,3,6,व,2
प,3,6,वा,1
वा,4,6,टि,1
टि,5,6,का,1
ष्,2,3,पा,1
ष्,2,5,पां,1
पां,3,5,ज,1
पा,3,5,जं,1
जं,4,5,लि,1
पा,3,5,ज,1
ष्,2,6,पा,1
पा,3,6,धि,1
ष्,2,4,पि,1
ष्,2,5,पे,1
पे,3,5,न्,1
न्,4,5,दु,1
दु,5,5,-,1
ष्,2,3,पों,1
पु,1,5,स्,4
स्,2,5,का,3
का,3,5,ल,1
पु,1,3,स्,1
पु,1,4,स्,5
पु,1,8,स्,1
स्,2,8,त,1
त,3,8,का,1
का,4,8,ध्,1
पु,1,6,स्,3
का,4,6,ल,2
ल,5,6,य,11
-,0,10,पु,2
पु,1,10,स्,2
स्,2,10,त,2
त,3,10,का,2
का,4,10,ल,2
ल,5,10,या,2
या,6,10,ध्,2
ध्,7,10,य,2
य,8,10,क्,2
क्,9,10,षों,1
षों,10,10,-,1
त,3,5,की,2
त,3,4,कें,1
ता,3,6,क,1
ति,3,4,का,4
स्,2,4,तै,2
पु,1,2,ड़ी,1
-,0,2,पूँ,1
पूँ,1,2,छ,1
-,0,2,पूं,4
पूं,1,2,छ,1
-,0,4,पूं,5
पूं,1,4,छ,2
छ,2,4,तां,1
तां,3,4,छ,1
छ,4,4,-,5
ता,3,4,छ,2
-,0,3,पूं,1
पूं,1,3,छ,1
छ,2,3,ने,5
पूं,1,2,छा,1
पूं,1,2,छे,1
पूं,1,2,जी,1
-,0,5,पूं,2
पूं,1,5,जी,2
पूं,1,4,जी,3
जी,2,4,प,1
जी,2,4,वा,2
-,0,2,पू,18
पू,1,2,छ,1
-,0,4,पू,14
पू,1,4,छ,2
छ,2,4,क,1
-,0,3,पू,29
पू,1,3,छ,5
छ,2,3,ती,1
छ,2,3,ते,3
छ,2,3,ना,1
पू,1,2,छा,1
पू,1,3,छि,2
छि,2,3,ए,1
छि,2,3,ये,1
पू,1,2,छी,1
पू,1,2,छें,1
छें,2,2,-,3
पू,1,3,छें,1
छें,2,3,गे,1
पू,1,3,छे,2
छे,2,3,गा,2
छे,2,3,गी,2
पू,1,2,छो,1
छो,2,2,-,1
पू,1,3,ज,5
पू,1,4,ज,1
-,0,6,पू,18
पू,1,6,ज,2
ज,2,6,नो,3
नो,3,6,त्,1
प,4,6,रां,3
पू,1,2,जा,1
पू,1,4,जा,1
जा,2,4,पा,1
-,0,5,पू,22
पू,1,5,जा,1
जा,2,5,स्,1
पू,1,3,जि,1
जि,2,3,त,3
पू,1,2,जे,1
पू,1,5,ज्,1
ज्,2,5,य,8
य,3,5,नी,2
पू,1,2,ड़ी,1
पू,1,2,ती,1
पू,1,3,न,1
न,2,3,म,3
पू,1,2,र,1
पू,1,3,र,2
पू,1,4,र,1
पू,1,2,रा,1
पू,1,6,रा,1
रा,2,6,क,1
क,3,6,लं,1
लं,4,6,द,1
द,5,6,र,2
पू,1,5,रा,1
रा,2,5,मु,1
मु,3,5,फ्,1
फ्,4,5,ती,1
पू,1,2,री,1
पू,1,2,रे,1
पू,1,3,र्,6
पू,1,6,र्,15
ण,3,6,का,1
ण,3,6,चं,1
चं,4,6,द्,2
-,0,7,पू,1
पू,1,7,र्,1
ण,3,7,च,1
च,4,7,न्,2
न्,5,7,द्,2
पू,1,4,र्,9
ण,3,4,त,1
पू,1,5,र्,19
ण,3,5,त,1
त,4,5,या,3
ण,3,5,मा,2
मा,4,5,सी,1
ण,3,6,रु,1
रु,4,6,पे,1
पे,5,6,ण,2
ण,3,5,रू,1
ण,3,6,रू,1
रू,4,6,पे,1
ण,3,5,वा,3
ण,3,5,श,1
श,4,5,शि,1
शि,5,5,-,1
र्,2,4,णा,2
णा,3,4,क,1
णा,3,5,गि,1
गि,4,5,री,1
णा,3,5,हु,2
हु,4,5,ति,2
णा,3,5,हू,1
हू,4,5,ति,1
र्,2,3,णी,2
र्,2,6,णे,1
णे,3,6,न्,1
व,3,4,क,1
व,3,4,जों,1
व,3,5,त,3
त,4,5,ट,1
व,3,6,मं,2
व,3,5,व,1
व,3,6,व,1
व,3,6,सं,1
सं,4,6,ध्,1
ध्,5,6,या,1
र्,2,5,वां,3
वां,3,5,च,2
र्,2,6,वा,6
वा,3,6,ग्,1
वा,3,6,नु,3
नु,4,6,मा,1
मा,5,6,न,4
वा,3,5,न्,1
वा,3,6,भ्,1
वा,3,5,ह्,2
ह्,4,5,व,2
र्,2,6,वाे,1
वाे,3,6,त्,1
र्,2,3,वी,1
र्,2,5,वो,8
वो,3,5,त,2
र्,2,6,वो,3
वो,3,6,त्,2
पू,1,2,लों,1
पू,1,2,स,1
पू,1,3,ड़ि,1
पू,1,2,ड़ी,1
-,0,3,पृ,6
पृ,1,3,च्,1
पृ,1,3,थ,1
पृ,1,3,थ्,1
थ्,2,3,वी,1
-,0,5,पृ,2
पृ,1,5,ष्,2
ट,3,5,भू,1
पृ,1,3,ष्,3
ष्,2,3,ठों,1
-,0,3,पें,9
पें,1,3,ची,1
ची,2,3,दा,2
पें,1,3,ट,1
पें,1,3,डि,1
डि,2,3,ग,1
पें,1,3,में,2
में,2,3,ट,4
पें,1,3,श,3
-,0,6,पें,4
पें,1,6,श,4
श,2,6,न,7
न,3,6,धा,3
-,0,5,पें,2
पें,1,5,श,2
न,3,6,भो,2
भो,4,6,गि,3
गि,5,6,यों,5
न,3,5,भो,2
-,0,4,पें,1
पें,1,4,श,1
श,2,4,न,3
श,2,3,नें,1
श,2,3,नों,1
पें,1,3,सि,1
-,0,3,पे,14
पे,1,3,किं,1
-,0,4,पे,18
पे,1,4,च,1
पे,1,3,चि,2
चि,2,3,स,3
-,0,5,पे,2
पे,1,5,ची,1
ची,2,5,द,1
द,3,5,गि,1
